id,offset_m
8536110,-0.7530999779701233
8537121,-0.8787999749183655
8539094,-1.136299967765808
8540433,-0.8816999793052673
8545240,-0.9919000267982483
8546252,-0.9847999811172485
8548989,-1.2520999908447266
8551762,-0.8241999745368958
8551910,-0.8300999999046326
8555889,-0.7371000051498413
8557380,-0.6355000138282776
8570283,-0.4999000132083893
8573927,-0.4941999912261963
cb1301,-0.4941999912261963
db0301,-1.0003999471664429
